species	genus	family	order	class	phylum	domain	clade_name
Hungatella_hathewayi	Hungatella	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi
Sellimonas_intestinalis	Sellimonas	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis
Ruthenibacterium_lactatiformans	Ruthenibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans
Enterocloster_lavalensis	Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis
Blautia_hansenii	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii
Negativibacillus_massiliensis	Negativibacillus	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Negativibacillus|s__Negativibacillus_massiliensis
Pseudoflavonifractor_gallinarum	Pseudoflavonifractor	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_gallinarum
Clostridiaceae_bacterium_Marseille_Q4145	Clostridiaceae_unclassified	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4145
TM7_phylum_sp_oral_taxon_352	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria_unclassified	Candidatus_Saccharibacteria	Bacteria	k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_352
Holdemania_filiformis	Holdemania	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis
Klebsiella_variicola	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola
Anaerostipes_rhamnosivorans	Anaerostipes	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_rhamnosivorans
Veillonellaceae_bacterium	Veillonellaceae_unclassified	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonellaceae_unclassified|s__Veillonellaceae_bacterium
Tyzzerella_nexilis	Tyzzerella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis
Roseburia_faecis	Roseburia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis
Eubacterium_rectale	Lachnospiraceae_unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale
Eisenbergiella_massiliensis	Eisenbergiella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis
Intestinimonas_massiliensis	Intestinimonas	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_massiliensis
Veillonella_dispar	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar
Anaerostipes_caccae	Anaerostipes	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae
Clostridium_butyricum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum
Intestinibacter_bartlettii	Intestinibacter	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Intestinibacter|s__Intestinibacter_bartlettii
Clostridium_SGB6173	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6173
Clostridium_sp_NSJ_42	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42
GGB9574_SGB14987	GGB9574	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9574|s__GGB9574_SGB14987
Erysipelatoclostridium_ramosum	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum
Clostridium_spiroforme	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme
Blautia_producta	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta
Clostridium_neonatale	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_neonatale
Erysipelatoclostridium_sp_An15	Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp_An15
Proteus_mirabilis	Proteus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus|s__Proteus_mirabilis
Anaerosporobacter_mobilis	Anaerosporobacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosporobacter|s__Anaerosporobacter_mobilis
Clostridium_paraputrificum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_paraputrificum
Veillonella_atypica	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica
Clostridium_sp_Marseille_P299	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P299
Roseburia_SGB4949	Roseburia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_SGB4949
Clostridium_polynesiense	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_polynesiense
GGB1549_SGB2133	GGB1549	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1549|s__GGB1549_SGB2133
Bacteroides_gallinarum	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_gallinarum
Bacteroides_stercoris	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris
Bacteroides_nordii	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii
GGB3278_SGB4328	GGB3278	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB3278|s__GGB3278_SGB4328
Clostridium_sp_AM49_4BH	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH
Ruminococcus_bromii	Ruminococcus	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bromii
Lachnospira_eligens	Lachnospira	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_eligens
Parasutterella_excrementihominis	Parasutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis
Intestinimonas_butyriciproducens	Intestinimonas	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens
Bacteroides_intestinalis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis
Butyricicoccus_SGB14990	Butyricicoccus	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_SGB14990
Roseburia_sp_BX1005	Roseburia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_BX1005
Alistipes_provencensis	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_provencensis
Phascolarctobacterium_faecium	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium
Clostridium_sp_1001270H_150608_G6	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_1001270H_150608_G6
Eubacteriales_unclassified_SGB15145	Eubacteriales_unclassified	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Eubacteriales_unclassified_SGB15145
Collinsella_aerofaciens	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens
Clostridiales_bacterium_KLE1615	Eubacteriales_unclassified	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_KLE1615
Oscillibacter_sp_ER4	Oscillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4
GGB9635_SGB15106	GGB9635	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9635|s__GGB9635_SGB15106
Gemmiger_SGB15299	Gemmiger	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_SGB15299
Clostridiaceae_bacterium_Marseille_Q4143	Clostridiaceae_unclassified	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_Marseille_Q4143
Frisingicoccus_caecimuris	Frisingicoccus	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_caecimuris
Bilophila_wadsworthia	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia
Anaerobutyricum_soehngenii	Anaerobutyricum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_soehngenii
GGB9619_SGB15066	GGB9619	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9619|s__GGB9619_SGB15066
GGB4768_SGB6601	GGB4768	FGB1798	OFGB1798	CFGB1798	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4768|s__GGB4768_SGB6601
Blautia_massiliensis	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis
GGB9708_SGB15234	GGB9708	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9708|s__GGB9708_SGB15234
Clostridia_bacterium	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium
GGB9713_SGB15249	GGB9713	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9713|s__GGB9713_SGB15249
GGB9581_SGB14999	GGB9581	Clostridia_unclassified	Clostridia_unclassified	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9581|s__GGB9581_SGB14999
Klebsiella_michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis
Anaerosacchariphilus_sp_NSJ_68	Anaerosacchariphilus	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus|s__Anaerosacchariphilus_sp_NSJ_68
GGB9559_SGB14969	GGB9559	FGB3048	OFGB3048	CFGB3048	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559|s__GGB9559_SGB14969
Streptococcus_salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius
Bifidobacterium_longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum
GGB9715_SGB15260	GGB9715	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9715|s__GGB9715_SGB15260
GGB47687_SGB2286	GGB47687	FGB1670	OFGB1670	CFGB1670	Bacteroidetes	Bacteria	k__Bacteria|p__Bacteroidetes|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB47687|s__GGB47687_SGB2286
GGB3109_SGB4121	GGB3109	FGB1292	OFGB1292	CFGB1292	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292|g__GGB3109|s__GGB3109_SGB4121
Lachnospiraceae_bacterium	Lachnospiraceae_unclassified	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium
Turicibacter_sanguinis	Turicibacter	Turicibacteraceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sanguinis
Anaerobutyricum_hallii	Anaerobutyricum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii
GGB9620_SGB15068	GGB9620	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9620|s__GGB9620_SGB15068
GGB3570_SGB4777	GGB3570	FGB3529	OFGB3529	CFGB3529	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB3529|o__OFGB3529|f__FGB3529|g__GGB3570|s__GGB3570_SGB4777
GGB9758_SGB15368	GGB9758	FGB38642	OFGB38642	CFGB38642	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9758|s__GGB9758_SGB15368
GGB9699_SGB15216	GGB9699	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9699|s__GGB9699_SGB15216
GGB3496_SGB4671	GGB3496	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3496|s__GGB3496_SGB4671
GGB9707_SGB15229	GGB9707	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9707|s__GGB9707_SGB15229
Adlercreutzia_equolifaciens	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens
Streptococcus_parasanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis
Mediterraneibacter_butyricigenes	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_butyricigenes
Pseudoflavonifractor_capillosus	Pseudoflavonifractor	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus
GGB9760_SGB15374	GGB9760	Eubacteriales_unclassified	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB9760|s__GGB9760_SGB15374
Enterobacter_asburiae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_asburiae
Neobittarella_massiliensis	Neobittarella	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis
Waltera_intestinalis	Waltera	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera_intestinalis
Faecalibacterium_SGB15315	Faecalibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_SGB15315
GGB3175_SGB4191	GGB3175	FGB1325	OFGB1325	CFGB1325	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325|g__GGB3175|s__GGB3175_SGB4191
Lactobacillus_delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii
